cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0006,0,,53,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000225,,529,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000175,,528,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000275,,527,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000075,,526,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.00025,,525,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000175,,524,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0002,,523,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.0004,,522,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000075,,521,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000175,,520,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0012,.00005,,52,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000275,,519,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00055,,518,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0001,,517,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0005,,516,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000175,,515,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0002,,514,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00055,,513,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0004,,512,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000275,,511,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000425,,510,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00105,0,,51,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000725,,509,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00025,,508,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.0004,,507,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000625,,506,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000425,,505,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.0008,,504,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00055,,503,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000225,,502,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000575,,501,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000575,,500,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00045,0,,50,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,0,,5,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.0004,,499,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.0008,,498,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000325,,497,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000775,,496,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00115,,495,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00055,,494,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000975,,493,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00095,,492,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0004,,491,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.0008,,490,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00095,0,,49,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00095,,489,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00045,,488,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00105,,487,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.0012,,486,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0006,,485,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00085,,484,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00105,,483,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000725,,482,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000775,,481,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00065,,480,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0008,.000025,,48,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.001125,,479,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.001025,,478,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000825,,477,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000925,,476,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.00145,,475,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000825,,474,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.0011,,473,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.001125,,472,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.000525,,471,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.000725,,470,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0004,0,,47,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0013,,469,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.001275,,468,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0011,,467,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.001025,,466,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000875,,465,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.001375,,464,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.001375,,463,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.001725,,462,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0018,,461,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000725,,460,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00095,0,,46,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.000925,,459,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00175,,458,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.001,,457,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00185,,456,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00195,,455,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00085,,454,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0015,,453,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.002225,,452,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000175,.001175,,451,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.002275,,450,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000975,0,,45,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00185,,449,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.001125,,448,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.001875,,447,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.002225,,446,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.001625,,445,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.00345,,444,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.001075,,443,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.0017,,442,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.0031,,441,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.00195,,440,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00055,0,,44,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.0014,,439,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.003825,,438,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.00115,,437,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.0026,,436,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.005675,,435,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.001675,,434,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.001825,,433,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.003625,,432,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.00255,,431,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.0019,,430,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00115,0,,43,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00395,,429,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.00365,,428,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.0025,,427,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00435,,426,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.00505,,425,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.002225,,424,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.004,,423,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.007175,,422,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.003475,,421,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000325,.001875,,420,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000775,0,,42,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.006325,,419,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.0023,,418,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.001125,,417,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000025,.011825,,416,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",0,.00445,,415,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.001675,,414,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.023075,,413,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.011525,,412,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.001125,,411,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.001975,,410,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000325,.000025,,41,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0001,.002275,,409,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000425,.000975,,408,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.004475,,407,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000175,.009725,,406,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000075,.0019,,405,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0002,.001275,,404,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0002,.00185,,403,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.001475,,402,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0002,.0013,,401,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0005,.00365,,400,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0008,.000025,,40,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00085,0,,4,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0002,.0015,,399,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.001,,398,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.006025,,397,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.00325,,396,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0002,.00155,,395,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.00215,,394,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000175,.001125,,393,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.000925,,392,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00005,.003625,,391,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.004675,,390,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0004,.000025,,39,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0003,.00195,,389,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00105,.0038,,388,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00055,.0016,,387,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00015,.00135,,386,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000125,.001675,,385,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000975,.00215,,384,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00085,.001325,,383,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000425,.001975,,382,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00055,.00305,,381,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000625,.00165,,380,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000575,0,,38,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000575,.001625,,379,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000475,.003675,,378,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.001275,.00215,,377,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00105,.001475,,376,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000675,.01085,,375,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000875,.00625,,374,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.00055,.002075,,373,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0005,.0035,,372,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000725,.002425,,371,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0013,.001525,,370,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000575,0,,37,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0014,.0044,,369,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000325,.0085,,368,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.001075,.0024,,367,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000775,.00155,,366,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000425,.002125,,365,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.000525,.003175,,364,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.004675,.0016,,363,15:19:03 13 Aug 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",.0064,.004125,,362,15:19:03 13 Aug 2020,40000
